age,bmi,sex,shoulder_width,hip_width,height_ratio,waist_ratio,volume_indicator,waist_prominence,body_fat_percentage,category
18,24.54,1,0.4304,0.3897,1.0405,0.5669,0.1501,0.0105,19.5,Fitness - Masculino
33,25.26,1,0.4303,0.3854,0.9979,0.5128,0.1615,0.0045,20.9,Fitness - Masculino
64,24.94,1,0.384,0.3198,1.0411,0.5438,0.1252,0.0047,20.1,Fitness - Masculino
43,25.86,1,0.4629,0.3986,0.974,0.5588,0.162,0.0098,25.7,Fitness - Masculino
46,24.43,1,0.4738,0.4312,1.0275,0.5274,0.1577,0.0061,20.8,Fitness - Masculino
35,24.88,1,0.4726,0.4132,1.015,0.5739,0.1692,0.0166,21.7,Fitness - Masculino
38,25.07,1,0.41,0.3596,0.9702,0.5306,0.1279,0.0056,21.6,Fitness - Masculino
32,25.09,1,0.4273,0.3612,0.9535,0.5607,0.1628,0.0095,21.3,Fitness - Masculino
42,24.24,1,0.3856,0.3367,0.8982,0.5547,0.1215,0.006,20.8,Fitness - Masculino
62,24.16,1,0.4649,0.3941,0.8991,0.5436,0.1324,0.0039,22.0,Fitness - Masculino
21,25.44,1,0.4684,0.4059,0.9569,0.5741,0.1297,0.0119,23.3,Fitness - Masculino
37,23.59,1,0.4139,0.3784,0.9976,0.5733,0.1397,0.0148,19.5,Fitness - Masculino
60,24.79,1,0.4673,0.3787,0.9475,0.5044,0.1388,0.0008,20.5,Fitness - Masculino
63,25.07,1,0.471,0.4089,1.0024,0.5769,0.1467,0.0046,24.6,Fitness - Masculino
20,25.44,1,0.4741,0.4147,0.9983,0.5347,0.1709,0.0114,21.9,Fitness - Masculino
18,25.42,1,0.4549,0.3834,0.9769,0.5041,0.1441,0.0037,21.2,Fitness - Masculino
58,23.56,1,0.3827,0.3236,0.8712,0.5175,0.1268,0.0052,22.8,Fitness - Masculino
43,24.59,1,0.4325,0.3827,0.9004,0.5766,0.1456,0.014,20.7,Fitness - Masculino
43,24.34,1,0.4188,0.342,0.9976,0.5409,0.1457,0.0041,18.6,Fitness - Masculino
63,25.57,1,0.4448,0.3595,1.0295,0.548,0.1639,0.0033,26.7,Fitness - Masculino
29,23.36,1,0.4355,0.379,0.8914,0.5674,0.1568,0.0073,18.8,Fitness - Masculino
54,25.55,1,0.3965,0.3509,0.9571,0.5621,0.1709,0.0091,23.6,Fitness - Masculino
46,24.91,1,0.4504,0.4105,0.9977,0.5229,0.1511,0.0089,21.6,Fitness - Masculino
31,23.92,1,0.4622,0.3754,1.0084,0.5557,0.1316,0.0097,17.7,Fitness - Masculino
18,25.43,1,0.4417,0.4048,0.9955,0.5452,0.156,0.0074,20.2,Fitness - Masculino
34,25.77,1,0.3825,0.3174,0.9316,0.5577,0.131,0.0092,19.8,Fitness - Masculino
53,23.84,1,0.4238,0.3531,0.9616,0.5158,0.1683,0.012,21.0,Fitness - Masculino
56,24.04,1,0.4636,0.4189,0.9132,0.5715,0.1433,0.0137,21.1,Fitness - Masculino
23,25.56,1,0.4772,0.4115,0.9728,0.5442,0.1644,0.0059,21.8,Fitness - Masculino
41,23.71,1,0.4646,0.378,0.9011,0.538,0.167,0.0072,22.2,Fitness - Masculino
59,25.48,1,0.4062,0.3456,0.858,0.505,0.1546,0.0089,24.2,Fitness - Masculino
35,24.35,1,0.3899,0.3478,1.0433,0.5266,0.1389,0.0063,18.2,Fitness - Masculino
53,25.91,1,0.4485,0.3744,0.8903,0.5413,0.1371,0.0119,24.9,Fitness - Masculino
33,23.8,1,0.4713,0.4115,0.9593,0.5254,0.1755,0.007,19.1,Fitness - Masculino
46,23.75,1,0.4706,0.4185,0.9566,0.5176,0.1509,0.0072,19.7,Fitness - Masculino
29,25.58,1,0.3926,0.3415,1.0033,0.5064,0.161,0.0059,22.1,Fitness - Masculino
54,24.22,1,0.4116,0.371,0.9453,0.543,0.1315,0.0055,21.8,Fitness - Masculino
45,25.01,1,0.4274,0.3535,0.9733,0.5541,0.1381,0.011,23.3,Fitness - Masculino
46,23.12,1,0.4006,0.3662,0.9184,0.536,0.1352,0.0114,20.9,Fitness - Masculino
57,25.96,1,0.4617,0.4184,0.8673,0.5452,0.1213,0.0084,23.7,Fitness - Masculino
45,24.62,1,0.4163,0.3799,0.9051,0.5664,0.128,0.0108,21.4,Fitness - Masculino
58,24.0,1,0.4539,0.3666,0.9274,0.5612,0.1758,0.0117,22.7,Fitness - Masculino
29,23.85,1,0.4205,0.3485,0.9758,0.5764,0.1751,0.0107,20.0,Fitness - Masculino
35,24.92,1,0.4393,0.3772,0.8767,0.5593,0.1526,0.0059,20.9,Fitness - Masculino
45,23.73,1,0.3968,0.3343,0.93,0.5183,0.1235,0.0057,17.1,Fitness - Masculino
52,23.17,1,0.4056,0.37,0.8762,0.5462,0.1604,0.0106,21.1,Fitness - Masculino
64,25.39,1,0.471,0.4173,0.9664,0.5295,0.1787,0.0076,23.2,Fitness - Masculino
32,25.39,1,0.4557,0.4022,1.0227,0.5355,0.1763,0.0072,20.8,Fitness - Masculino
29,25.99,1,0.4626,0.4011,0.8609,0.544,0.145,0.0078,21.7,Fitness - Masculino
54,25.92,1,0.4415,0.3625,0.9526,0.5321,0.1502,0.0089,25.9,Fitness - Masculino
36,25.15,1,0.474,0.3987,1.0476,0.5377,0.1336,0.0066,21.1,Fitness - Masculino
30,24.46,1,0.4506,0.3886,0.8749,0.5042,0.147,0.003,16.2,Fitness - Masculino
31,25.88,1,0.4406,0.3751,0.8554,0.5147,0.1224,0.0059,19.5,Fitness - Masculino
50,25.35,1,0.4787,0.3973,0.9519,0.509,0.1566,0.0099,23.8,Fitness - Masculino
24,25.73,1,0.4079,0.3732,0.8786,0.5269,0.1569,-0.0019,21.5,Fitness - Masculino
23,24.74,1,0.4621,0.3914,0.9395,0.5762,0.1694,0.0132,21.4,Fitness - Masculino
62,25.19,1,0.4103,0.3758,1.0389,0.5408,0.1355,0.0065,24.4,Fitness - Masculino
30,24.0,1,0.448,0.389,0.972,0.5278,0.1677,0.009,19.7,Fitness - Masculino
26,25.83,1,0.4533,0.4168,0.9075,0.5011,0.1355,0.0107,20.6,Fitness - Masculino
34,24.61,1,0.3904,0.3261,0.8681,0.5706,0.1258,0.0104,19.8,Fitness - Masculino
35,25.0,1,0.4147,0.3532,1.0064,0.5297,0.1663,0.0062,21.9,Fitness - Masculino
52,24.45,1,0.4024,0.3463,0.9022,0.5461,0.1405,0.0069,21.4,Fitness - Masculino
56,23.03,1,0.4663,0.3809,0.9638,0.5409,0.1467,0.0085,21.6,Fitness - Masculino
48,25.6,1,0.4194,0.3792,0.8988,0.5574,0.1423,0.0093,22.4,Fitness - Masculino
52,25.9,1,0.4123,0.3738,0.8821,0.544,0.1508,0.0112,26.2,Fitness - Masculino
48,23.52,1,0.4116,0.3535,0.9141,0.5219,0.1642,0.002,20.1,Fitness - Masculino
55,23.58,1,0.4441,0.3972,0.931,0.5611,0.1508,0.0103,24.5,Fitness - Masculino
56,23.01,1,0.4011,0.3614,0.8561,0.5541,0.1238,0.0139,22.7,Fitness - Masculino
49,25.53,1,0.442,0.3825,0.8751,0.5174,0.128,0.0047,21.3,Fitness - Masculino
34,23.87,1,0.4666,0.4221,0.9337,0.5217,0.1656,0.0033,19.9,Fitness - Masculino
54,24.33,1,0.4578,0.4134,1.019,0.5054,0.139,0.0056,18.2,Fitness - Masculino
34,24.08,1,0.3976,0.3594,0.9388,0.5146,0.1339,0.0041,18.6,Fitness - Masculino
20,23.41,1,0.4787,0.3959,0.9825,0.5235,0.1468,0.0097,18.6,Fitness - Masculino
27,24.83,1,0.4274,0.3591,0.9659,0.5125,0.1651,0.001,18.7,Fitness - Masculino
27,25.67,1,0.3982,0.3426,0.9146,0.5505,0.1511,0.0031,22.1,Fitness - Masculino
42,23.77,1,0.4104,0.3589,0.9104,0.5443,0.1379,0.0048,19.5,Fitness - Masculino
37,25.7,1,0.4446,0.3802,0.9557,0.5091,0.1586,0.0066,23.4,Fitness - Masculino
55,23.1,1,0.4065,0.3463,1.0498,0.5068,0.172,-0.0001,20.0,Fitness - Masculino
33,23.66,1,0.4267,0.3468,0.9799,0.5083,0.1287,0.0059,18.9,Fitness - Masculino
62,25.6,1,0.402,0.343,1.0299,0.5594,0.1586,0.0127,25.2,Fitness - Masculino
22,23.4,1,0.3913,0.3476,0.905,0.5754,0.1566,0.0126,20.5,Fitness - Masculino
56,24.92,1,0.3825,0.3379,0.9951,0.5798,0.1358,0.0123,21.9,Fitness - Masculino
48,25.51,1,0.4679,0.4032,0.9578,0.5278,0.1213,0.008,22.7,Fitness - Masculino
18,23.77,1,0.4626,0.4091,0.9419,0.5729,0.1463,0.0105,17.9,Fitness - Masculino
19,23.17,1,0.4138,0.3764,1.0462,0.5371,0.1671,0.01,18.2,Fitness - Masculino
43,24.99,1,0.4116,0.3354,0.9811,0.5546,0.1597,0.0064,21.7,Fitness - Masculino
54,23.12,1,0.4537,0.3902,0.9646,0.5112,0.1629,0.0092,20.9,Fitness - Masculino
42,23.41,1,0.3902,0.3548,1.0141,0.5702,0.1346,0.0065,19.9,Fitness - Masculino
37,25.28,1,0.4383,0.3866,1.0006,0.5411,0.1563,0.0097,25.4,Fitness - Masculino
53,25.18,1,0.464,0.3722,0.8598,0.5151,0.1311,0.0066,22.2,Fitness - Masculino
31,24.72,1,0.406,0.3657,0.9931,0.5799,0.1525,0.0112,21.1,Fitness - Masculino
59,25.06,1,0.4763,0.4169,0.8868,0.5165,0.1411,0.0089,23.8,Fitness - Masculino
20,23.32,1,0.4473,0.3845,1.0401,0.5482,0.1393,0.0121,19.1,Fitness - Masculino
18,23.9,1,0.3967,0.3512,0.8852,0.5251,0.1775,0.0072,17.8,Fitness - Masculino
61,23.71,1,0.4053,0.3678,0.9648,0.5038,0.149,0.0073,19.8,Fitness - Masculino
18,24.05,1,0.4784,0.3995,0.909,0.5604,0.1386,0.0033,16.1,Fitness - Masculino
40,24.06,1,0.3997,0.3652,0.8911,0.5666,0.1475,0.012,20.1,Fitness - Masculino
49,24.84,1,0.4102,0.3374,0.9107,0.5775,0.1472,0.0116,21.8,Fitness - Masculino
42,23.28,1,0.4252,0.3776,1.018,0.5412,0.1508,0.0078,19.8,Fitness - Masculino
21,24.63,1,0.4337,0.3822,0.9865,0.5739,0.1693,0.015,18.3,Fitness - Masculino
56,24.89,1,0.3941,0.3353,0.9183,0.5082,0.1303,0.0069,17.3,Fitness - Masculino
63,23.55,1,0.4687,0.3904,0.8947,0.5374,0.1611,0.0066,22.5,Fitness - Masculino
35,25.57,1,0.411,0.3664,1.0372,0.5306,0.1578,0.0023,21.1,Fitness - Masculino
34,25.82,1,0.4676,0.3893,0.8507,0.5762,0.1344,0.0097,24.2,Fitness - Masculino
42,23.49,1,0.4427,0.3619,1.0146,0.5206,0.1632,0.0064,20.4,Fitness - Masculino
31,23.71,1,0.3977,0.3185,1.0111,0.5784,0.1721,0.0137,20.8,Fitness - Masculino
31,23.23,1,0.443,0.407,0.9189,0.5543,0.1342,0.0096,18.4,Fitness - Masculino
50,23.19,1,0.4178,0.3387,0.9184,0.524,0.126,0.0093,19.9,Fitness - Masculino
63,25.94,1,0.4527,0.4049,0.8987,0.5412,0.1625,0.0095,24.9,Fitness - Masculino
22,23.92,1,0.4161,0.3647,0.8641,0.5357,0.1625,0.0055,19.2,Fitness - Masculino
20,24.08,1,0.4596,0.4006,1.0273,0.5797,0.1485,0.0105,19.8,Fitness - Masculino
19,24.23,1,0.3829,0.3359,0.9054,0.5199,0.1746,0.0077,16.4,Fitness - Masculino
60,24.35,1,0.476,0.4294,1.0228,0.5589,0.1392,0.006,21.5,Fitness - Masculino
32,24.22,1,0.4235,0.3655,0.8899,0.5015,0.1614,0.0056,19.2,Fitness - Masculino
58,25.25,1,0.4152,0.3541,0.8639,0.5116,0.1727,0.0025,23.9,Fitness - Masculino
22,24.73,1,0.4288,0.3535,0.9754,0.5207,0.172,0.0049,20.6,Fitness - Masculino
56,24.08,1,0.4669,0.4242,0.8501,0.5406,0.1465,0.0071,20.4,Fitness - Masculino
58,24.78,1,0.4715,0.3962,1.0405,0.5394,0.1315,0.0033,21.1,Fitness - Masculino
52,24.6,1,0.473,0.4044,0.8863,0.551,0.1739,0.0056,21.6,Fitness - Masculino
26,23.91,1,0.4219,0.3637,0.8668,0.5132,0.1444,0.0066,17.5,Fitness - Masculino
23,25.95,1,0.4106,0.3759,1.0429,0.5287,0.1579,0.0056,23.5,Fitness - Masculino
21,23.87,1,0.3879,0.3257,0.8997,0.5621,0.1604,0.0126,19.9,Fitness - Masculino
52,25.96,1,0.4435,0.357,0.8914,0.5427,0.1798,0.0098,25.1,Fitness - Masculino
33,25.78,1,0.3807,0.3356,1.0151,0.5704,0.1779,0.0068,21.6,Fitness - Masculino
20,23.44,1,0.4424,0.361,0.8732,0.552,0.1645,0.0115,19.8,Fitness - Masculino
23,25.53,1,0.4489,0.3775,0.8931,0.5416,0.1222,0.009,20.2,Fitness - Masculino
19,25.44,1,0.4752,0.383,0.88,0.5161,0.1683,0.0049,21.2,Fitness - Masculino
50,24.61,1,0.4303,0.3575,0.9903,0.5219,0.144,0.0068,20.9,Fitness - Masculino
19,23.04,1,0.426,0.3663,0.8644,0.5533,0.1694,0.0093,18.1,Fitness - Masculino
19,25.05,1,0.4337,0.3917,0.8926,0.5612,0.1326,0.0128,20.9,Fitness - Masculino
52,24.82,1,0.4604,0.4135,1.0458,0.5415,0.1244,0.0042,21.4,Fitness - Masculino
41,24.51,1,0.4615,0.3836,0.9094,0.5588,0.172,0.0159,21.9,Fitness - Masculino
42,23.0,1,0.3929,0.3483,0.8702,0.5079,0.1254,0.0074,18.3,Fitness - Masculino
49,24.87,1,0.4514,0.4084,0.8754,0.5631,0.134,0.0062,21.1,Fitness - Masculino
43,25.6,1,0.4253,0.3838,0.9663,0.5036,0.1373,0.0023,21.7,Fitness - Masculino
38,23.24,1,0.4194,0.3782,0.9486,0.5749,0.1508,0.0111,21.9,Fitness - Masculino
40,24.42,1,0.4735,0.42,1.0336,0.5271,0.1233,0.0136,21.8,Fitness - Masculino
54,25.73,1,0.3971,0.339,0.8921,0.5422,0.1534,0.009,24.6,Fitness - Masculino
52,25.07,1,0.4766,0.4028,0.9016,0.5435,0.1531,0.0062,22.7,Fitness - Masculino
41,23.73,1,0.4038,0.3467,0.9072,0.5221,0.1639,0.0074,20.0,Fitness - Masculino
54,25.17,1,0.4153,0.3682,0.9138,0.5164,0.1645,0.0072,23.7,Fitness - Masculino
59,25.72,1,0.3924,0.3414,0.997,0.5214,0.1512,0.0053,25.1,Fitness - Masculino
35,23.96,1,0.3838,0.3406,0.9556,0.5102,0.1749,-0.0033,17.6,Fitness - Masculino
45,23.61,1,0.431,0.3603,0.8803,0.5003,0.18,0.0068,20.6,Fitness - Masculino
54,23.85,1,0.4421,0.3875,0.9899,0.5161,0.1728,0.0045,19.9,Fitness - Masculino
43,23.34,1,0.3895,0.3129,0.9307,0.5426,0.1483,0.0094,19.3,Fitness - Masculino
28,25.98,1,0.3936,0.3544,0.881,0.5464,0.1524,0.0113,24.2,Fitness - Masculino
40,23.9,1,0.4787,0.3861,0.8784,0.5298,0.1353,-0.0003,18.2,Fitness - Masculino
34,23.16,1,0.3971,0.3271,0.9138,0.5669,0.1507,0.0181,22.0,Fitness - Masculino
34,24.78,1,0.3816,0.3217,0.868,0.5399,0.1266,0.004,18.3,Fitness - Masculino
41,23.77,1,0.4043,0.3643,0.8919,0.5558,0.1586,0.0069,21.1,Fitness - Masculino
24,23.22,1,0.4748,0.3946,0.9174,0.5322,0.1752,0.0055,19.2,Fitness - Masculino
41,24.21,1,0.4732,0.3845,0.9036,0.5545,0.1733,0.0062,21.4,Fitness - Masculino
64,24.56,1,0.4609,0.3897,0.8594,0.5012,0.1668,0.0016,20.2,Fitness - Masculino
55,23.53,1,0.4711,0.4082,0.8849,0.5789,0.1668,0.0153,21.1,Fitness - Masculino
37,24.14,1,0.4466,0.3688,0.8942,0.5127,0.1412,0.0005,16.8,Fitness - Masculino
26,25.19,1,0.452,0.3663,0.9428,0.5606,0.1564,0.0112,22.6,Fitness - Masculino
33,23.52,1,0.4718,0.4155,1.0481,0.5262,0.1269,0.0058,18.7,Fitness - Masculino
36,25.65,1,0.3897,0.326,0.9776,0.5681,0.1294,0.0116,23.1,Fitness - Masculino
26,24.05,1,0.4407,0.3975,0.9582,0.5532,0.1472,0.011,20.4,Fitness - Masculino
49,25.41,1,0.4668,0.3976,1.0433,0.561,0.1628,0.0109,24.0,Fitness - Masculino
40,24.36,1,0.4681,0.3942,0.8667,0.5312,0.1771,0.0099,20.1,Fitness - Masculino
63,25.17,1,0.3964,0.344,0.9508,0.5014,0.1622,0.0053,24.6,Fitness - Masculino
51,23.04,1,0.4471,0.3721,0.9055,0.5421,0.1685,0.0095,19.4,Fitness - Masculino
46,25.8,1,0.4508,0.3801,0.8653,0.545,0.1389,0.0093,22.5,Fitness - Masculino
25,24.28,1,0.3853,0.31,0.9934,0.5155,0.177,0.0036,15.6,Fitness - Masculino
56,24.61,1,0.4562,0.4143,0.983,0.5337,0.1257,0.007,20.1,Fitness - Masculino
48,23.32,1,0.4214,0.3724,0.9037,0.5508,0.1683,0.0097,21.5,Fitness - Masculino
56,26.0,1,0.4768,0.4124,0.9416,0.5415,0.1223,0.0107,25.2,Fitness - Masculino
53,25.84,1,0.4057,0.3635,0.9764,0.5679,0.1744,0.0169,26.5,Fitness - Masculino
50,24.51,1,0.4712,0.3888,0.8579,0.5664,0.1598,0.0118,22.3,Fitness - Masculino
48,25.22,1,0.4692,0.4166,0.9517,0.5758,0.1232,0.0142,25.7,Fitness - Masculino
56,25.98,1,0.455,0.4019,1.0481,0.5224,0.1539,0.0063,24.3,Fitness - Masculino
44,23.83,1,0.4682,0.386,1.0247,0.5264,0.1464,0.0084,20.7,Fitness - Masculino
36,23.18,1,0.4548,0.3752,0.891,0.5418,0.1214,0.0033,18.4,Fitness - Masculino
32,23.57,1,0.4562,0.3926,1.0477,0.5159,0.1455,0.0085,17.5,Fitness - Masculino
52,24.4,1,0.4187,0.3744,0.9486,0.5269,0.1552,0.008,21.2,Fitness - Masculino
48,23.54,1,0.4362,0.3779,0.8729,0.5753,0.1729,0.0157,22.4,Fitness - Masculino
33,23.38,1,0.3998,0.3268,1.0499,0.5566,0.1628,0.0119,19.6,Fitness - Masculino
50,24.87,1,0.4707,0.3873,0.9731,0.5051,0.1531,-0.0001,18.8,Fitness - Masculino
55,24.22,1,0.4748,0.4076,0.9905,0.5548,0.1789,0.0115,23.4,Fitness - Masculino
44,25.56,1,0.4624,0.4058,1.0438,0.5056,0.176,0.0076,24.1,Fitness - Masculino
51,25.14,1,0.4528,0.3964,0.922,0.5603,0.1573,0.0147,25.9,Fitness - Masculino
64,24.22,1,0.4224,0.3742,0.9708,0.5156,0.1495,0.0058,21.4,Fitness - Masculino
63,23.9,1,0.4211,0.3442,0.9549,0.5191,0.1433,0.0094,20.7,Fitness - Masculino
24,25.89,1,0.4715,0.4256,0.9866,0.5064,0.1485,0.0073,20.6,Fitness - Masculino
33,23.16,1,0.4009,0.3466,0.9974,0.5699,0.1218,0.0146,20.5,Fitness - Masculino
46,24.88,1,0.4355,0.3955,1.0352,0.5634,0.1312,0.0132,20.7,Fitness - Masculino
24,23.03,1,0.4515,0.3949,1.0441,0.574,0.1721,0.0088,18.9,Fitness - Masculino
45,24.68,1,0.4041,0.3593,1.0001,0.5415,0.1788,0.0115,23.2,Fitness - Masculino
54,23.95,1,0.4166,0.3359,1.001,0.5469,0.1205,0.0111,22.9,Fitness - Masculino
34,25.87,1,0.4156,0.3673,0.962,0.5259,0.131,0.0036,22.2,Fitness - Masculino
42,24.16,1,0.4437,0.4068,1.0151,0.5598,0.153,0.006,20.5,Fitness - Masculino
46,23.18,1,0.4469,0.3795,0.9441,0.5296,0.1541,0.0063,21.3,Fitness - Masculino
43,23.15,1,0.4416,0.3789,0.9281,0.52,0.1414,0.0082,17.9,Fitness - Masculino
29,25.73,1,0.4396,0.371,1.0114,0.5202,0.1752,0.0096,24.8,Fitness - Masculino
27,24.57,1,0.3995,0.3238,0.9711,0.5207,0.1691,0.0072,19.4,Fitness - Masculino
18,23.17,1,0.4302,0.3816,0.8726,0.5081,0.1637,0.0041,16.1,Fitness - Masculino
52,24.22,1,0.4493,0.3894,0.9899,0.5433,0.1691,0.0098,21.2,Fitness - Masculino
48,24.24,1,0.4707,0.4097,0.8671,0.5533,0.1515,0.0051,22.5,Fitness - Masculino
55,24.35,1,0.4298,0.3574,0.9949,0.5181,0.1561,0.0048,21.3,Fitness - Masculino
24,23.57,1,0.4386,0.3783,0.88,0.5158,0.1463,0.0018,15.0,Fitness - Masculino
22,23.2,1,0.4546,0.4125,1.0014,0.5237,0.1543,0.001,18.0,Fitness - Masculino
39,24.0,1,0.4673,0.3762,1.0161,0.5316,0.1676,0.0102,20.1,Fitness - Masculino
33,24.71,1,0.4455,0.3689,1.0229,0.5507,0.1352,0.0129,22.4,Fitness - Masculino
54,23.93,1,0.4008,0.359,1.0106,0.5424,0.1441,0.0115,20.7,Fitness - Masculino
59,24.25,1,0.4156,0.3728,0.9089,0.5643,0.1537,0.0126,24.6,Fitness - Masculino
56,24.71,1,0.4598,0.3826,0.8989,0.5003,0.1336,0.0083,19.8,Fitness - Masculino
62,23.68,1,0.4657,0.3958,0.8679,0.5079,0.1339,0.0082,21.3,Fitness - Masculino
24,24.31,1,0.3817,0.3306,1.0216,0.5375,0.1555,0.0122,20.3,Fitness - Masculino
35,24.42,1,0.4509,0.3703,1.0277,0.5009,0.145,0.0064,17.1,Fitness - Masculino
50,24.33,1,0.4537,0.411,0.9368,0.5611,0.1674,0.0128,22.9,Fitness - Masculino
52,25.24,1,0.3886,0.311,0.9399,0.5326,0.1372,0.0022,24.2,Fitness - Masculino
51,25.51,1,0.3964,0.3307,1.0086,0.5799,0.1372,0.0091,23.1,Fitness - Masculino
31,25.72,1,0.4311,0.3866,0.86,0.5416,0.1566,0.0056,21.6,Fitness - Masculino
57,24.81,1,0.3938,0.3352,0.9605,0.5126,0.1209,0.0084,18.5,Fitness - Masculino
37,24.8,1,0.4351,0.3912,0.9107,0.57,0.1763,0.0118,21.6,Fitness - Masculino
18,24.2,1,0.3899,0.339,0.9756,0.5551,0.1356,0.0083,17.0,Fitness - Masculino
48,24.1,1,0.398,0.3231,0.8609,0.5654,0.1775,0.011,23.6,Fitness - Masculino
26,25.0,1,0.4398,0.3945,1.01,0.5407,0.1233,0.0104,19.2,Fitness - Masculino
27,25.8,1,0.4014,0.3536,0.931,0.5773,0.1329,0.0096,21.7,Fitness - Masculino
30,25.79,1,0.419,0.3406,0.9841,0.531,0.1394,0.0069,22.1,Fitness - Masculino
37,23.87,1,0.4399,0.3557,0.8954,0.5732,0.13,0.0069,17.0,Fitness - Masculino
34,25.79,1,0.4535,0.4168,0.9758,0.5552,0.1561,0.0095,21.9,Fitness - Masculino
39,24.11,1,0.4515,0.3783,0.9113,0.5698,0.1689,0.0085,19.8,Fitness - Masculino
30,25.46,1,0.4656,0.3968,0.8886,0.6053,0.1558,0.0088,29.7,Médio - Masculino
57,25.57,1,0.3805,0.3472,0.8713,0.6234,0.1521,0.0183,32.3,Médio - Masculino
52,27.53,1,0.4696,0.4212,0.8507,0.6059,0.1822,0.013,32.3,Médio - Masculino
47,25.96,1,0.4563,0.4069,0.9213,0.6033,0.1976,0.0143,32.2,Médio - Masculino
31,25.82,1,0.4001,0.3304,0.9084,0.6366,0.1838,0.017,29.5,Médio - Masculino
25,25.52,1,0.4651,0.421,0.9599,0.6205,0.1872,0.0141,29.2,Médio - Masculino
21,26.97,1,0.3894,0.3314,0.8758,0.6184,0.1989,0.0102,29.7,Médio - Masculino
30,27.84,1,0.4106,0.3577,0.9575,0.5644,0.1899,0.0143,30.9,Médio - Masculino
32,25.01,1,0.4682,0.3757,1.0005,0.611,0.2034,0.0128,30.2,Médio - Masculino
25,26.42,1,0.4214,0.3519,0.925,0.5684,0.1828,0.0114,28.8,Médio - Masculino
50,26.53,1,0.4491,0.408,1.0201,0.6472,0.2153,0.0161,33.5,Médio - Masculino
32,26.24,1,0.4347,0.3705,0.9997,0.5779,0.1921,0.0108,28.0,Médio - Masculino
41,27.48,1,0.4635,0.4177,0.9106,0.5635,0.1636,0.0123,29.7,Médio - Masculino
42,26.29,1,0.4149,0.3664,0.8819,0.6324,0.1758,0.0166,31.1,Médio - Masculino
64,27.69,1,0.3839,0.3157,1.0162,0.62,0.2138,0.0182,35.4,Médio - Masculino
46,27.3,1,0.4049,0.3247,0.8834,0.5911,0.2085,0.0132,31.4,Médio - Masculino
40,26.82,1,0.4156,0.3698,0.9601,0.6054,0.2106,0.0129,31.4,Médio - Masculino
26,27.45,1,0.4417,0.3535,0.8519,0.623,0.1781,0.0154,28.8,Médio - Masculino
53,27.43,1,0.4065,0.3471,0.9575,0.6127,0.1911,0.0177,31.6,Médio - Masculino
29,26.99,1,0.4585,0.4106,0.8771,0.6132,0.1854,0.0147,28.9,Médio - Masculino
22,26.34,1,0.392,0.3513,0.8994,0.6075,0.2151,0.0081,25.6,Médio - Masculino
42,27.7,1,0.3931,0.3428,0.8569,0.6449,0.1864,0.0199,34.4,Médio - Masculino
44,26.49,1,0.4058,0.3444,0.942,0.6432,0.1865,0.0159,30.9,Médio - Masculino
36,25.89,1,0.3886,0.3151,1.0346,0.5617,0.1958,0.0054,29.0,Médio - Masculino
34,27.07,1,0.4454,0.3711,1.0435,0.5639,0.1717,0.0128,28.4,Médio - Masculino
31,25.96,1,0.3828,0.3175,1.0263,0.6463,0.1929,0.0161,29.5,Médio - Masculino
47,26.25,1,0.4588,0.3841,0.9154,0.5791,0.1574,0.0087,29.7,Médio - Masculino
45,25.03,1,0.4384,0.3551,1.0031,0.5702,0.2041,0.0151,31.0,Médio - Masculino
60,25.21,1,0.4564,0.3654,1.0336,0.6277,0.2138,0.0191,36.1,Médio - Masculino
48,25.59,1,0.4734,0.4196,1.0008,0.6202,0.1588,0.0124,32.2,Médio - Masculino
62,25.66,1,0.4081,0.3666,0.9669,0.5669,0.1714,0.0067,31.4,Médio - Masculino
32,26.53,1,0.4665,0.4011,0.9377,0.6258,0.1701,0.0144,29.8,Médio - Masculino
23,26.83,1,0.4156,0.3375,1.0424,0.6281,0.1693,0.0185,28.3,Médio - Masculino
35,26.96,1,0.458,0.4088,0.8956,0.5789,0.1851,0.0099,26.6,Médio - Masculino
64,27.77,1,0.3913,0.3486,1.0015,0.5758,0.1601,0.0121,34.7,Médio - Masculino
20,27.43,1,0.3936,0.3393,0.8725,0.6088,0.1592,0.0133,29.0,Médio - Masculino
47,27.8,1,0.4744,0.4309,1.0244,0.6042,0.1807,0.012,35.7,Médio - Masculino
23,25.21,1,0.4738,0.4309,1.0392,0.5733,0.1928,0.016,28.3,Médio - Masculino
28,25.73,1,0.4346,0.3774,0.9186,0.6087,0.2178,0.0156,29.9,Médio - Masculino
50,26.68,1,0.4273,0.3733,1.0238,0.5998,0.1532,0.0069,31.0,Médio - Masculino
32,26.99,1,0.4495,0.4042,0.8612,0.6471,0.2046,0.017,30.4,Médio - Masculino
32,26.44,1,0.4121,0.357,0.8601,0.5747,0.2069,0.0123,29.4,Médio - Masculino
38,25.13,1,0.38,0.3408,0.8658,0.6,0.1679,0.0147,29.3,Médio - Masculino
31,25.57,1,0.4232,0.3773,1.0485,0.6001,0.2127,0.0136,30.0,Médio - Masculino
42,26.98,1,0.4304,0.3725,0.9067,0.5648,0.1598,0.0064,29.2,Médio - Masculino
18,27.85,1,0.4443,0.3868,1.0292,0.5907,0.2173,0.0101,32.4,Médio - Masculino
